cancellation_id,subscription_id,cancellation_date,cancellation_reason,voluntary_churn,save_offer_presented,save_offer_accepted
CAN000422,SUB0001239,2024-03-17,Too Expensive,1,1,0
CAN000423,SUB0001239,2024-12-31,Product Usability,1,1,0
CAN000424,SUB0001240,2026-02-18,Temporary Need Ended,1,1,0
CAN000425,SUB0001242,2025-06-27,Payment Failure,0,0,0
CAN000426,SUB0001244,2024-11-20,Product Not Needed,1,1,0
CAN000427,SUB0001245,2025-06-15,Too Expensive,1,1,0
CAN000428,SUB0001247,2026-06-28,Product Not Needed,1,1,0
CAN000429,SUB0001248,2025-08-26,Product Not Needed,1,1,0
CAN000430,SUB0001249,2025-06-29,Competitor,1,0,0
CAN000431,SUB0001250,2025-09-30,Product Not Needed,1,0,0
CAN000432,SUB0001252,2025-11-14,Product Not Needed,1,1,0
CAN000433,SUB0001259,2025-08-10,Product Not Needed,1,0,0
CAN000434,SUB0001260,2026-01-31,Too Expensive,1,1,0
CAN000435,SUB0001261,2025-07-26,Competitor,1,0,0
CAN000436,SUB0001264,2026-06-29,Other,1,0,0
CAN000437,SUB0001266,2025-08-15,Other,1,0,0
CAN000438,SUB0001273,2025-12-26,Product Usability,1,0,0
CAN000439,SUB0001277,2025-02-12,Product Not Needed,1,1,0
CAN000440,SUB0001281,2025-01-25,Too Expensive,1,1,0
CAN000441,SUB0001283,2026-01-31,Product Not Needed,1,1,0
CAN000442,SUB0001284,2025-01-14,Other,1,1,0
CAN000443,SUB0001285,2024-04-19,Temporary Need Ended,1,1,0
CAN000444,SUB0001286,2025-07-23,Temporary Need Ended,1,0,0
CAN000445,SUB0001288,2026-02-16,Payment Failure,0,0,0
CAN000446,SUB0001289,2025-10-22,Other,1,0,0
CAN000447,SUB0001293,2025-09-17,Poor Support Experience,1,1,0
CAN000448,SUB0001294,2024-10-23,Product Not Needed,1,1,0
CAN000449,SUB0001296,2026-01-16,Temporary Need Ended,1,1,0
CAN000450,SUB0001296,2026-04-09,Payment Failure,0,0,0
CAN000451,SUB0001296,2026-06-24,Too Expensive,1,0,0
CAN000452,SUB0001297,2024-04-13,Temporary Need Ended,1,1,0
CAN000453,SUB0001299,2026-01-15,Temporary Need Ended,1,0,0
CAN000454,SUB0001300,2026-05-11,Product Not Needed,1,1,0
CAN000455,SUB0001303,2026-03-23,Temporary Need Ended,1,0,0
CAN000456,SUB0001306,2025-09-30,Low Usage,1,1,0
CAN000457,SUB0001307,2026-03-23,Product Not Needed,1,0,0
CAN000458,SUB0001314,2025-08-21,Product Not Needed,1,0,0
CAN000459,SUB0001316,2025-12-15,Too Expensive,1,0,0
CAN000460,SUB0001320,2026-01-25,Payment Failure,0,0,0
CAN000461,SUB0001321,2026-04-25,Too Expensive,1,1,0
CAN000462,SUB0001325,2025-04-18,Low Usage,1,1,0
CAN000463,SUB0001326,2025-05-09,Temporary Need Ended,1,1,0
CAN000464,SUB0001333,2025-03-17,Too Expensive,1,1,0
CAN000465,SUB0001337,2026-05-10,Too Expensive,1,1,0
CAN000466,SUB0001339,2024-11-14,Low Usage,1,0,0
CAN000467,SUB0001341,2026-04-28,Technical Problems,1,0,0
CAN000468,SUB0001342,2026-02-09,Product Not Needed,1,1,0
CAN000469,SUB0001344,2025-04-22,Product Not Needed,1,1,0
CAN000470,SUB0001348,2025-07-18,Too Expensive,1,1,0
CAN000471,SUB0001352,2025-04-20,Payment Failure,0,0,0
CAN000472,SUB0001353,2025-01-28,Product Not Needed,1,0,0
CAN000473,SUB0001354,2025-05-09,Low Usage,1,1,0
CAN000474,SUB0001354,2026-01-15,Product Not Needed,1,0,0
CAN000475,SUB0001359,2025-05-27,Product Not Needed,1,0,0
CAN000476,SUB0001361,2024-07-20,Other,1,1,0
CAN000477,SUB0001366,2025-07-23,Other,1,1,0
CAN000478,SUB0001368,2026-06-13,Temporary Need Ended,1,1,0
CAN000479,SUB0001371,2026-02-21,Other,1,1,0
CAN000480,SUB0001375,2026-01-13,Too Expensive,1,0,0
CAN000481,SUB0001377,2026-02-27,Product Not Needed,1,1,0
CAN000482,SUB0001378,2025-09-26,Low Usage,1,1,0
CAN000483,SUB0001380,2025-05-24,Other,1,0,0
CAN000484,SUB0001382,2026-06-24,Temporary Need Ended,1,1,0
CAN000485,SUB0001384,2025-09-28,Payment Failure,0,0,0
CAN000486,SUB0001385,2025-03-27,Too Expensive,1,1,0
CAN000487,SUB0001386,2026-04-29,Product Not Needed,1,0,0
CAN000488,SUB0001397,2025-03-27,Too Expensive,1,1,0
CAN000489,SUB0001398,2025-07-16,Payment Failure,0,0,0
CAN000490,SUB0001409,2025-06-18,Other,1,1,0
CAN000491,SUB0001410,2025-10-10,Product Not Needed,1,1,0
CAN000492,SUB0001416,2026-02-17,Low Usage,1,1,0
CAN000493,SUB0001420,2024-12-12,Competitor,1,0,0
CAN000494,SUB0001422,2025-11-25,Payment Failure,0,0,0
CAN000495,SUB0001426,2025-07-24,Low Usage,1,1,0
CAN000496,SUB0001427,2025-09-16,Other,1,0,0
CAN000497,SUB0001429,2025-04-16,Other,1,1,0
CAN000498,SUB0001435,2024-10-25,Low Usage,1,1,0
CAN000499,SUB0001436,2026-01-31,Too Expensive,1,0,0
CAN000500,SUB0001440,2024-12-12,Product Usability,1,1,0
CAN000501,SUB0001441,2026-03-30,Payment Failure,0,0,0
CAN000502,SUB0001442,2026-01-11,Temporary Need Ended,1,1,0
CAN000503,SUB0001448,2026-01-25,Temporary Need Ended,1,0,0
CAN000504,SUB0001450,2025-10-23,Competitor,1,1,0
CAN000505,SUB0001451,2025-08-26,Competitor,1,1,0
CAN000506,SUB0001454,2024-10-30,Too Expensive,1,1,0
CAN000507,SUB0001459,2024-12-16,Product Not Needed,1,1,0
CAN000508,SUB0001466,2025-08-24,Too Expensive,1,0,0
CAN000509,SUB0001474,2025-10-17,Temporary Need Ended,1,1,0
CAN000510,SUB0001477,2025-07-14,Competitor,1,0,0
CAN000511,SUB0001478,2025-11-26,Product Usability,1,1,0
CAN000512,SUB0001480,2025-08-11,Payment Failure,0,0,0
CAN000513,SUB0001481,2026-04-18,Other,1,1,0
CAN000514,SUB0001484,2025-11-14,Product Not Needed,1,1,0
CAN000515,SUB0001488,2026-01-26,Product Not Needed,1,0,0
CAN000516,SUB0001491,2024-03-26,Product Not Needed,1,0,0
CAN000517,SUB0001498,2024-12-16,Competitor,1,1,0
CAN000518,SUB0001500,2025-08-27,Competitor,1,0,0
CAN000519,SUB0001502,2024-03-20,Product Not Needed,1,0,0
CAN000520,SUB0001511,2024-10-28,Product Not Needed,1,1,0
CAN000521,SUB0001512,2025-12-24,Payment Failure,0,0,0
CAN000522,SUB0001515,2024-07-21,Product Not Needed,1,0,0
CAN000523,SUB0001516,2026-06-30,Too Expensive,1,0,0
CAN000524,SUB0001522,2024-12-30,Payment Failure,0,0,0
CAN000525,SUB0001523,2026-06-24,Product Not Needed,1,0,0
CAN000526,SUB0001533,2025-12-09,Low Usage,1,1,0
CAN000527,SUB0001535,2026-06-09,Temporary Need Ended,1,0,0
CAN000528,SUB0001536,2025-02-26,Too Expensive,1,0,0
CAN000529,SUB0001536,2026-02-11,Payment Failure,0,0,0
CAN000530,SUB0001537,2025-05-19,Payment Failure,0,0,0
CAN000531,SUB0001539,2025-10-09,Competitor,1,0,0
CAN000532,SUB0001548,2026-06-29,Too Expensive,1,0,0
CAN000533,SUB0001552,2026-04-26,Product Not Needed,1,1,0
CAN000534,SUB0001559,2026-01-21,Payment Failure,0,0,0
CAN000535,SUB0001560,2026-03-14,Product Usability,1,1,0
CAN000536,SUB0001564,2025-11-11,Other,1,0,0
CAN000537,SUB0001564,2026-03-24,Too Expensive,1,1,0
CAN000538,SUB0001570,2026-03-19,Product Usability,1,0,0
CAN000539,SUB0001573,2025-03-30,Other,1,0,0
CAN000540,SUB0001587,2026-03-14,Competitor,1,1,0
CAN000541,SUB0001593,2025-06-21,Temporary Need Ended,1,0,0
CAN000542,SUB0001597,2024-10-25,Other,1,1,0
CAN000543,SUB0001600,2024-11-15,Product Not Needed,1,1,0
CAN000544,SUB0001603,2024-10-22,Product Not Needed,1,1,0
CAN000545,SUB0001613,2025-11-13,Too Expensive,1,1,0
CAN000546,SUB0001614,2025-10-16,Product Not Needed,1,1,0
CAN000547,SUB0001618,2026-02-09,Too Expensive,1,0,0
CAN000548,SUB0001619,2026-04-29,Payment Failure,0,0,0
CAN000549,SUB0001621,2025-06-21,Competitor,1,0,0
CAN000550,SUB0001627,2026-04-17,Product Usability,1,1,0
CAN000551,SUB0001629,2026-01-12,Product Usability,1,0,0
CAN000552,SUB0001632,2026-03-12,Temporary Need Ended,1,0,0
CAN000553,SUB0001636,2025-10-21,Too Expensive,1,1,0
CAN000554,SUB0001640,2025-05-29,Product Not Needed,1,0,0
CAN000555,SUB0001643,2025-01-30,Low Usage,1,1,0
CAN000556,SUB0001647,2024-07-20,Product Not Needed,1,1,0
CAN000557,SUB0001647,2025-01-25,Too Expensive,1,1,0
CAN000558,SUB0001659,2026-05-17,Too Expensive,1,1,0
CAN000559,SUB0001661,2025-09-22,Competitor,1,0,0
CAN000560,SUB0001667,2025-01-14,Product Usability,1,1,0
CAN000561,SUB0001670,2025-12-21,Too Expensive,1,1,0
CAN000562,SUB0001672,2026-02-19,Other,1,1,0
CAN000563,SUB0001675,2025-01-21,Product Not Needed,1,1,0
CAN000564,SUB0001678,2026-01-31,Payment Failure,0,0,0
CAN000565,SUB0001684,2026-03-15,Other,1,0,0
CAN000566,SUB0001686,2024-11-18,Competitor,1,0,0
CAN000567,SUB0001688,2026-01-26,Temporary Need Ended,1,0,0
CAN000568,SUB0001690,2024-08-27,Product Not Needed,1,0,0
CAN000569,SUB0001691,2025-10-16,Product Not Needed,1,0,0
CAN000570,SUB0001692,2024-02-11,Too Expensive,1,0,0
CAN000571,SUB0001693,2025-10-21,Product Not Needed,1,0,0
CAN000572,SUB0001694,2025-08-13,Temporary Need Ended,1,0,0
CAN000573,SUB0001696,2026-03-20,Too Expensive,1,0,0
CAN000574,SUB0001703,2024-11-28,Payment Failure,0,0,0
CAN000575,SUB0001708,2025-11-13,Competitor,1,1,0
CAN000576,SUB0001710,2026-04-29,Product Not Needed,1,0,0
CAN000577,SUB0001712,2026-06-15,Product Not Needed,1,0,0
CAN000578,SUB0001715,2025-06-30,Temporary Need Ended,1,0,0
CAN000579,SUB0001716,2024-07-12,Too Expensive,1,1,0
CAN000580,SUB0001716,2025-07-22,Product Not Needed,1,1,0
CAN000581,SUB0001721,2025-10-14,Too Expensive,1,1,0
CAN000582,SUB0001722,2026-03-17,Product Not Needed,1,1,0
CAN000583,SUB0001724,2025-12-25,Too Expensive,1,0,0
CAN000584,SUB0001725,2026-06-21,Competitor,1,1,0
CAN000585,SUB0001728,2025-08-12,Product Not Needed,1,1,0
CAN000586,SUB0001730,2024-08-18,Temporary Need Ended,1,1,0
CAN000587,SUB0001731,2024-07-15,Other,1,0,0
CAN000588,SUB0001736,2025-03-25,Too Expensive,1,1,0
CAN000589,SUB0001738,2024-08-18,Too Expensive,1,1,0
CAN000590,SUB0001743,2025-08-24,Payment Failure,0,0,0
CAN000591,SUB0001746,2025-06-15,Competitor,1,0,0
CAN000592,SUB0001752,2025-02-25,Too Expensive,1,0,0
CAN000593,SUB0001755,2025-09-20,Payment Failure,0,0,0
CAN000594,SUB0001757,2025-08-15,Competitor,1,0,0
CAN000595,SUB0001761,2025-05-25,Product Usability,1,0,0
CAN000596,SUB0001762,2026-01-21,Product Not Needed,1,1,0
CAN000597,SUB0001765,2026-05-25,Competitor,1,1,0
CAN000598,SUB0001768,2025-01-27,Other,1,1,0
CAN000599,SUB0001770,2026-05-23,Competitor,1,0,0
CAN000600,SUB0001771,2025-10-29,Product Not Needed,1,0,0
CAN000601,SUB0001773,2025-05-15,Temporary Need Ended,1,1,0
CAN000602,SUB0001775,2026-01-17,Other,1,1,0
CAN000603,SUB0001777,2025-11-28,Poor Support Experience,1,0,0
CAN000604,SUB0001778,2025-12-31,Other,1,0,0
CAN000605,SUB0001782,2025-06-11,Too Expensive,1,0,0
CAN000606,SUB0001783,2026-02-22,Too Expensive,1,1,0
CAN000607,SUB0001787,2024-10-20,Low Usage,1,1,0
CAN000608,SUB0001795,2025-07-26,Product Not Needed,1,1,0
CAN000609,SUB0001796,2026-01-18,Too Expensive,1,1,0
CAN000610,SUB0001797,2025-01-31,Payment Failure,0,0,0
CAN000611,SUB0001799,2025-04-30,Payment Failure,0,0,0
CAN000612,SUB0001805,2025-01-09,Temporary Need Ended,1,1,0
CAN000613,SUB0001812,2025-04-18,Competitor,1,0,0
CAN000614,SUB0001819,2026-01-21,Low Usage,1,1,0
CAN000615,SUB0001823,2026-05-23,Product Not Needed,1,1,0
CAN000616,SUB0001832,2025-03-24,Product Not Needed,1,1,0
CAN000617,SUB0001833,2024-12-30,Competitor,1,1,0
CAN000618,SUB0001841,2026-06-27,Product Not Needed,1,0,0
CAN000619,SUB0001844,2026-04-24,Low Usage,1,1,0
CAN000620,SUB0001849,2026-01-18,Product Not Needed,1,1,0
CAN000621,SUB0001853,2025-04-24,Too Expensive,1,1,0
CAN000622,SUB0001853,2025-11-28,Competitor,1,1,0
CAN000623,SUB0001855,2025-04-09,Technical Problems,1,0,0
CAN000624,SUB0001857,2026-04-17,Other,1,1,0
CAN000625,SUB0001861,2025-10-21,Other,1,1,0
CAN000626,SUB0001869,2026-02-25,Poor Support Experience,1,1,0
CAN000627,SUB0001872,2026-02-12,Payment Failure,0,0,0
CAN000628,SUB0001875,2025-05-17,Temporary Need Ended,1,1,0
CAN000629,SUB0001880,2025-07-22,Too Expensive,1,1,0
CAN000630,SUB0001882,2025-11-15,Temporary Need Ended,1,1,0
CAN000631,SUB0001885,2024-08-30,Product Not Needed,1,1,0
CAN000632,SUB0001895,2025-08-19,Low Usage,1,1,0
CAN000633,SUB0001896,2024-12-28,Temporary Need Ended,1,1,0
CAN000634,SUB0001897,2026-02-27,Competitor,1,1,0
CAN000635,SUB0001899,2026-04-18,Too Expensive,1,1,0
CAN000636,SUB0001900,2025-03-19,Product Not Needed,1,0,0
CAN000637,SUB0001903,2026-03-19,Product Usability,1,0,0
CAN000638,SUB0001904,2025-05-18,Product Usability,1,0,0
CAN000639,SUB0001912,2026-02-17,Too Expensive,1,1,0
CAN000640,SUB0001915,2026-03-17,Temporary Need Ended,1,1,0
CAN000641,SUB0001922,2025-05-30,Product Not Needed,1,1,0
CAN000642,SUB0001923,2025-01-11,Product Not Needed,1,0,0
CAN000643,SUB0001925,2025-08-20,Too Expensive,1,0,0
CAN000644,SUB0001926,2025-03-15,Payment Failure,0,0,0
CAN000645,SUB0001928,2025-04-12,Product Not Needed,1,0,0
CAN000646,SUB0001929,2025-11-25,Too Expensive,1,0,0
CAN000647,SUB0001930,2025-09-16,Low Usage,1,1,0
CAN000648,SUB0001931,2026-03-11,Too Expensive,1,1,0
CAN000649,SUB0001932,2026-06-18,Competitor,1,1,0
CAN000650,SUB0001938,2026-04-25,Competitor,1,1,0
CAN000651,SUB0001940,2026-05-30,Product Not Needed,1,0,0
CAN000652,SUB0001943,2026-04-19,Competitor,1,1,0
CAN000653,SUB0001946,2026-01-31,Product Not Needed,1,0,0
CAN000654,SUB0001947,2026-05-09,Payment Failure,0,0,0
CAN000655,SUB0001948,2026-03-11,Too Expensive,1,0,0
CAN000656,SUB0001949,2024-09-09,Low Usage,1,0,0
CAN000657,SUB0001952,2025-07-25,Other,1,1,0
CAN000658,SUB0001955,2024-07-09,Too Expensive,1,0,0
CAN000659,SUB0001963,2025-01-13,Poor Support Experience,1,0,0
CAN000660,SUB0001965,2026-05-17,Product Not Needed,1,1,0
CAN000661,SUB0001966,2026-02-11,Product Not Needed,1,0,0
CAN000662,SUB0001972,2024-04-29,Payment Failure,0,0,0
CAN000663,SUB0001978,2026-02-23,Competitor,1,1,0
CAN000664,SUB0001979,2025-08-22,Payment Failure,0,0,0
CAN000665,SUB0001980,2026-01-10,Payment Failure,0,0,0
CAN000666,SUB0001981,2024-09-23,Payment Failure,0,0,0
CAN000667,SUB0001982,2025-05-31,Too Expensive,1,0,0
CAN000668,SUB0001983,2025-04-28,Product Usability,1,0,0
CAN000669,SUB0001983,2025-11-18,Temporary Need Ended,1,0,0
CAN000670,SUB0001987,2026-04-17,Technical Problems,1,0,0
CAN000671,SUB0001993,2024-02-29,Product Not Needed,1,0,0
CAN000672,SUB0002003,2026-04-19,Too Expensive,1,0,0
CAN000673,SUB0002004,2026-04-13,Payment Failure,0,0,0
CAN000674,SUB0002005,2026-02-14,Too Expensive,1,0,0
CAN000675,SUB0002007,2025-04-27,Payment Failure,0,0,0
CAN000676,SUB0002017,2026-03-13,Product Not Needed,1,1,0
CAN000677,SUB0002020,2026-05-29,Too Expensive,1,0,0
CAN000678,SUB0002022,2026-01-28,Too Expensive,1,0,0
CAN000679,SUB0002024,2026-06-30,Other,1,0,0
CAN000680,SUB0002029,2025-08-26,Product Usability,1,0,0
CAN000681,SUB0002030,2025-09-14,Payment Failure,0,0,0
CAN000682,SUB0002033,2026-06-17,Competitor,1,1,0
CAN000683,SUB0002037,2025-08-22,Product Not Needed,1,0,0
CAN000684,SUB0002040,2024-03-22,Too Expensive,1,0,0
CAN000685,SUB0002045,2026-06-13,Product Usability,1,1,0
CAN000686,SUB0002048,2025-05-27,Product Not Needed,1,0,0
CAN000687,SUB0002056,2026-02-19,Temporary Need Ended,1,0,0
CAN000688,SUB0002075,2024-06-15,Competitor,1,0,0
CAN000689,SUB0002079,2026-02-24,Too Expensive,1,0,0
CAN000690,SUB0002089,2025-10-10,Temporary Need Ended,1,1,0
CAN000691,SUB0002090,2026-01-21,Too Expensive,1,0,0
CAN000692,SUB0002092,2026-01-14,Too Expensive,1,0,0
CAN000693,SUB0002093,2025-02-19,Product Not Needed,1,1,0
CAN000694,SUB0002095,2025-04-16,Competitor,1,1,0
CAN000695,SUB0002102,2025-11-20,Product Usability,1,0,0
CAN000696,SUB0002104,2024-08-28,Poor Support Experience,1,1,0
CAN000697,SUB0002105,2026-04-20,Competitor,1,1,0
CAN000698,SUB0002108,2025-11-13,Payment Failure,0,0,0
CAN000699,SUB0002111,2025-01-09,Too Expensive,1,0,0
CAN000700,SUB0002117,2024-12-21,Product Not Needed,1,1,0
CAN000701,SUB0002120,2026-04-24,Product Not Needed,1,0,0
CAN000702,SUB0002121,2026-04-26,Product Not Needed,1,1,0
CAN000703,SUB0002124,2025-09-29,Low Usage,1,0,0
CAN000704,SUB0002131,2025-10-17,Low Usage,1,0,0
CAN000705,SUB0002134,2026-01-30,Too Expensive,1,0,0
CAN000706,SUB0002137,2025-06-30,Product Usability,1,1,0
CAN000707,SUB0002138,2025-10-16,Product Not Needed,1,0,0
CAN000708,SUB0002141,2024-05-24,Product Usability,1,1,0
CAN000709,SUB0002142,2025-04-18,Competitor,1,1,0
CAN000710,SUB0002143,2025-08-23,Competitor,1,0,0
CAN000711,SUB0002145,2024-09-18,Other,1,0,0
CAN000712,SUB0002146,2025-07-10,Product Not Needed,1,1,0
CAN000713,SUB0002151,2026-02-10,Product Not Needed,1,1,0
CAN000714,SUB0002153,2025-09-24,Too Expensive,1,0,0
CAN000715,SUB0002154,2025-03-10,Too Expensive,1,1,0
CAN000716,SUB0002160,2025-09-17,Too Expensive,1,1,0
CAN000717,SUB0002161,2025-07-19,Temporary Need Ended,1,0,0
CAN000718,SUB0002162,2025-04-17,Too Expensive,1,0,0
CAN000719,SUB0002164,2024-06-21,Temporary Need Ended,1,1,0
CAN000720,SUB0002171,2025-11-16,Temporary Need Ended,1,1,0
CAN000721,SUB0002177,2026-03-10,Too Expensive,1,0,0
CAN000722,SUB0002179,2026-02-28,Payment Failure,0,0,0
CAN000723,SUB0002182,2026-01-15,Temporary Need Ended,1,1,0
CAN000724,SUB0002184,2025-01-09,Payment Failure,0,0,0
CAN000725,SUB0002185,2025-12-25,Product Not Needed,1,0,0
CAN000726,SUB0002191,2025-06-30,Competitor,1,1,0
CAN000727,SUB0002198,2024-07-21,Competitor,1,1,0
CAN000728,SUB0002206,2025-12-23,Other,1,0,0
CAN000729,SUB0002210,2025-06-18,Competitor,1,1,0
CAN000730,SUB0002219,2025-03-19,Product Not Needed,1,1,0
CAN000731,SUB0002243,2025-03-19,Too Expensive,1,0,0
CAN000732,SUB0002244,2025-11-11,Temporary Need Ended,1,0,0
CAN000733,SUB0002247,2026-05-21,Competitor,1,0,0
CAN000734,SUB0002254,2025-10-23,Technical Problems,1,1,0
CAN000735,SUB0002255,2024-08-27,Low Usage,1,0,0
CAN000736,SUB0002260,2025-12-25,Too Expensive,1,1,0
CAN000737,SUB0002266,2026-05-20,Payment Failure,0,0,0
CAN000738,SUB0002267,2025-08-16,Payment Failure,0,0,0
CAN000739,SUB0002268,2026-06-16,Other,1,1,0
CAN000740,SUB0002269,2025-04-30,Temporary Need Ended,1,0,0
CAN000741,SUB0002277,2025-08-21,Competitor,1,0,0
CAN000742,SUB0002278,2025-05-16,Competitor,1,1,0
CAN000743,SUB0002279,2025-10-27,Competitor,1,0,0
CAN000744,SUB0002284,2026-05-23,Payment Failure,0,0,0
CAN000745,SUB0002285,2024-08-20,Payment Failure,0,0,0
CAN000746,SUB0002287,2025-01-14,Low Usage,1,1,0
CAN000747,SUB0002308,2024-07-27,Product Not Needed,1,0,0
CAN000748,SUB0002309,2025-04-27,Too Expensive,1,0,0
CAN000749,SUB0002310,2026-02-21,Too Expensive,1,1,0
CAN000750,SUB0002313,2024-12-28,Payment Failure,0,0,0
CAN000751,SUB0002314,2025-09-13,Product Not Needed,1,1,0
CAN000752,SUB0002316,2025-04-27,Temporary Need Ended,1,1,0
CAN000753,SUB0002324,2024-12-20,Payment Failure,0,0,0
CAN000754,SUB0002326,2025-09-14,Temporary Need Ended,1,0,0
CAN000755,SUB0002327,2024-11-09,Too Expensive,1,0,0
CAN000756,SUB0002335,2026-01-14,Too Expensive,1,0,0
CAN000757,SUB0002336,2026-01-25,Other,1,1,0
CAN000758,SUB0002338,2026-04-29,Product Not Needed,1,1,0
CAN000759,SUB0002341,2024-11-30,Product Not Needed,1,0,0
CAN000760,SUB0002344,2026-05-18,Temporary Need Ended,1,0,0
CAN000761,SUB0002346,2026-03-18,Payment Failure,0,0,0
CAN000762,SUB0002352,2025-07-27,Low Usage,1,0,0
CAN000763,SUB0002357,2025-05-09,Competitor,1,0,0
CAN000764,SUB0002362,2025-09-12,Product Not Needed,1,1,0
CAN000765,SUB0002364,2026-03-21,Too Expensive,1,1,0
CAN000766,SUB0002368,2024-12-23,Too Expensive,1,0,0
CAN000767,SUB0002368,2025-07-15,Product Not Needed,1,1,0
CAN000768,SUB0002370,2026-05-22,Temporary Need Ended,1,0,0
CAN000769,SUB0002371,2026-04-09,Other,1,1,0
CAN000770,SUB0002379,2025-11-15,Product Not Needed,1,0,0
CAN000771,SUB0002386,2025-10-19,Too Expensive,1,0,0
CAN000772,SUB0002387,2024-11-25,Product Not Needed,1,1,0
CAN000773,SUB0002390,2025-04-29,Product Not Needed,1,0,0
CAN000774,SUB0002397,2025-10-17,Product Not Needed,1,1,0
CAN000775,SUB0002398,2025-06-27,Too Expensive,1,1,0
CAN000776,SUB0002399,2024-07-31,Product Not Needed,1,1,0
CAN000777,SUB0002406,2026-06-25,Too Expensive,1,1,0
CAN000778,SUB0002412,2024-05-31,Too Expensive,1,1,0
CAN000779,SUB0002412,2025-08-22,Too Expensive,1,0,0
CAN000780,SUB0002415,2026-06-17,Other,1,1,0
CAN000781,SUB0002417,2025-07-30,Too Expensive,1,0,0
CAN000782,SUB0002419,2026-02-22,Product Not Needed,1,0,0
CAN000783,SUB0002427,2025-12-22,Low Usage,1,0,0
CAN000784,SUB0002428,2026-04-21,Other,1,0,0
CAN000785,SUB0002431,2026-01-22,Too Expensive,1,1,0
CAN000786,SUB0002437,2024-05-31,Payment Failure,0,0,0
CAN000787,SUB0002439,2025-01-21,Payment Failure,0,0,0
CAN000788,SUB0002441,2025-12-14,Product Not Needed,1,0,0
CAN000789,SUB0002444,2025-07-21,Payment Failure,0,0,0
CAN000790,SUB0002448,2024-07-15,Other,1,0,0
CAN000791,SUB0002449,2025-11-17,Poor Support Experience,1,0,0
CAN000792,SUB0002451,2026-06-10,Payment Failure,0,0,0
CAN000793,SUB0002452,2026-05-19,Low Usage,1,1,0
CAN000794,SUB0002458,2025-04-16,Competitor,1,1,0
CAN000795,SUB0002460,2024-12-24,Payment Failure,0,0,0
CAN000796,SUB0002463,2025-04-26,Too Expensive,1,0,0
CAN000797,SUB0002469,2026-02-20,Product Not Needed,1,1,0
CAN000798,SUB0002472,2026-03-21,Too Expensive,1,1,0
CAN000799,SUB0002474,2025-06-12,Other,1,0,0
CAN000800,SUB0002476,2026-01-29,Too Expensive,1,0,0
CAN000801,SUB0002478,2025-08-29,Too Expensive,1,1,0
CAN000802,SUB0002488,2025-09-15,Temporary Need Ended,1,0,0
CAN000803,SUB0002497,2025-11-14,Competitor,1,0,0
CAN000804,SUB0002500,2025-05-16,Temporary Need Ended,1,0,0
CAN000805,SUB0002501,2025-06-24,Product Not Needed,1,0,0
CAN000806,SUB0002502,2026-01-19,Temporary Need Ended,1,0,0
CAN000807,SUB0002504,2026-02-14,Product Not Needed,1,1,0
CAN000808,SUB0002505,2025-09-27,Payment Failure,0,0,0
CAN000809,SUB0002508,2026-05-21,Competitor,1,0,0
CAN000810,SUB0002510,2025-12-18,Product Not Needed,1,1,0
CAN000811,SUB0002512,2024-08-13,Payment Failure,0,0,0
CAN000812,SUB0002513,2026-02-28,Competitor,1,1,0
CAN000813,SUB0002516,2025-04-24,Temporary Need Ended,1,1,0
CAN000814,SUB0002522,2025-07-24,Product Not Needed,1,1,0
CAN000815,SUB0002524,2024-10-26,Payment Failure,0,0,0
CAN000816,SUB0002526,2025-03-13,Temporary Need Ended,1,0,0
CAN000817,SUB0002530,2025-05-24,Competitor,1,0,0
CAN000818,SUB0002531,2025-08-15,Payment Failure,0,0,0
CAN000819,SUB0002533,2025-10-28,Product Not Needed,1,1,0
CAN000820,SUB0002535,2025-09-28,Competitor,1,1,0
CAN000821,SUB0002540,2024-12-31,Too Expensive,1,1,0
CAN000822,SUB0002541,2024-05-17,Competitor,1,1,0
CAN000823,SUB0002542,2025-05-31,Competitor,1,0,0
CAN000824,SUB0002546,2026-01-26,Too Expensive,1,1,0
CAN000825,SUB0002553,2024-10-09,Temporary Need Ended,1,1,0
CAN000826,SUB0002556,2026-05-22,Product Usability,1,0,0
CAN000827,SUB0002557,2026-05-29,Competitor,1,1,0
CAN000828,SUB0002560,2025-04-16,Competitor,1,1,0
CAN000829,SUB0002561,2024-03-30,Competitor,1,1,0
CAN000830,SUB0002563,2026-06-09,Poor Support Experience,1,0,0
CAN000831,SUB0002564,2026-04-15,Too Expensive,1,0,0
CAN000832,SUB0002569,2026-04-09,Product Not Needed,1,1,0
CAN000833,SUB0002572,2025-06-16,Product Not Needed,1,0,0
CAN000834,SUB0002573,2025-01-29,Product Not Needed,1,0,0
CAN000835,SUB0002575,2024-06-09,Too Expensive,1,0,0
CAN000836,SUB0002575,2024-10-23,Competitor,1,1,0
CAN000837,SUB0002575,2025-05-21,Competitor,1,1,0
CAN000838,SUB0002575,2026-01-24,Product Not Needed,1,1,0
CAN000839,SUB0002576,2026-05-25,Other,1,0,0
CAN000840,SUB0002577,2026-06-20,Competitor,1,1,0
CAN000841,SUB0002578,2026-06-25,Technical Problems,1,1,0
CAN000842,SUB0002581,2026-02-19,Too Expensive,1,0,0
CAN000843,SUB0002583,2026-02-19,Too Expensive,1,0,0
